file_name	chr	lows	ups
range_chr9_128041646_128724749.py	chr9	128041646	128724749
range_chr18_41441956_42123796.py	chr18	41441956	42123796
range_chr19_27117773_27849556.py	chr19	27117773	27849556
range_chr15_99240606_99922786.py	chr15	99240606	99922786
range_chr22_38282223_38964738.py	chr22	38282223	38964738
range_chr13_113370893_114080892.py	chr13	113370893	114080892
range_chr6_153081011_153761201.py	chr6	153081011	153761201
range_chr1_28785272_29489214.py	chr1	28785272	29489214
range_chr5_173060481_173740809.py	chr5	173060481	173740809
range_chr6_67691537_68393796.py	chr6	67691537	68393796
range_chr1_222096069_222776835.py	chr1	222096069	222776835
range_chr14_28634246_29316746.py	chr14	28634246	29316746
range_chr2_23522388_24226940.py	chr2	23522388	24226940
range_chrY_20926544_21635839.py	chrY	20926544	21635839
range_chr1_64670930_65374310.py	chr1	64670930	65374310
range_chr7_116107133_116787048.py	chr7	116107133	116787048
range_chr3_57275933_57980918.py	chr3	57275933	57980918
range_chr16_11242692_11923310.py	chr16	11242692	11923310
range_chrX_112827348_113510042.py	chrX	112827348	113510042
range_chr5_101686508_102366595.py	chr5	101686508	102366595
range_chr2_55146639_55851128.py	chr2	55146639	55851128
range_chr10_42301624_42984917.py	chr10	42301624	42984917
range_chr3_74114525_74814831.py	chr3	74114525	74814831
range_chr2_5121436_5843444.py	chr2	5121436	5843444
range_chr1_20334124_21037826.py	chr1	20334124	21037826
range_chr7_41786246_42487102.py	chr7	41786246	42487102
range_chr1_53431966_54135742.py	chr1	53431966	54135742
range_chr1_59049066_59750090.py	chr1	59049066	59750090
range_chr8_72185458_72887751.py	chr8	72185458	72887751
range_chr20_21552503_22233202.py	chr20	21552503	22233202
range_chr7_63917902_64627109.py	chr7	63917902	64627109
range_chr10_101695407_102358508.py	chr10	101695407	102358508
range_chr4_54765044_55467347.py	chr4	54765044	55467347
range_chr2_25634540_26339492.py	chr2	25634540	26339492
range_chr9_120528583_121212456.py	chr9	120528583	121212456
range_chrX_94926749_95632295.py	chrX	94926749	95632295
range_chr17_65527164_66209695.py	chr17	65527164	66209695
range_chr6_8804059_9528743.py	chr6	8804059	9528743
range_chr7_27037094_27742581.py	chr7	27037094	27742581
range_chr18_7794605_8497496.py	chr18	7794605	8497496
range_chr18_38717142_39398991.py	chr18	38717142	39398991
range_chr10_11244471_11925582.py	chr10	11244471	11925582
range_chr5_128853517_129533823.py	chr5	128853517	129533823
range_chr9_78940911_79645449.py	chr9	78940911	79645449
range_chr7_60127286_60888496.py	chr7	60127286	60888496
range_chrX_21083944_21788280.py	chrX	21083944	21788280
range_chr4_73046882_73749604.py	chr4	73046882	73749604
range_chr8_75699837_76401426.py	chr8	75699837	76401426
range_chr4_15176606_15879620.py	chr4	15176606	15879620
range_chr19_1502853_2206059.py	chr19	1502853	2206059
range_chr12_66695078_67377148.py	chr12	66695078	67377148
range_chr15_86293634_86973141.py	chr15	86293634	86973141
range_chr10_59434726_60117561.py	chr10	59434726	60117561
range_chr1_10001_921528.py	chr1	10001	921528
range_chr18_72836334_73516597.py	chr18	72836334	73516597
range_chr10_92867126_93550306.py	chr10	92867126	93550306
range_chr16_59255185_59937607.py	chr16	59255185	59937607
range_chr6_20774209_21475004.py	chr6	20774209	21475004
range_chr7_8750891_9475518.py	chr7	8750891	9475518
range_chr11_74563374_75246877.py	chr11	74563374	75246877
range_chr19_20885812_21569672.py	chr19	20885812	21569672
range_chrX_63215153_63918547.py	chrX	63215153	63918547
range_chr13_47554056_48236539.py	chr13	47554056	48236539
range_chrX_83643458_84348745.py	chrX	83643458	84348745
range_chr6_55236060_55936822.py	chr6	55236060	55936822
range_chr3_99509664_100204937.py	chr3	99509664	100204937
range_chr1_16066718_16772097.py	chr1	16066718	16772097
range_chrX_135587944_136270488.py	chrX	135587944	136270488
range_chr16_36073552_36810962.py	chr16	36073552	36810962
range_chr5_177824673_178505964.py	chr5	177824673	178505964
range_chr1_24557111_25260225.py	chr1	24557111	25260225
range_chr12_104738942_105400882.py	chr12	104738942	105400882
range_chr12_72836459_73518152.py	chr12	72836459	73518152
range_chr14_64119669_64803072.py	chr14	64119669	64803072
range_chr2_227708836_228388947.py	chr2	227708836	228388947
range_chr5_128174088_128853516.py	chr5	128174088	128853516
range_chr8_120037618_120716891.py	chr8	120037618	120716891
range_chr9_13023487_13726775.py	chr9	13023487	13726775
range_chr18_59898057_60578629.py	chr18	59898057	60578629
range_chr7_151520102_152199284.py	chr7	151520102	152199284
range_chr20_29848110_30615317.py	chr20	29848110	30615317
range_chr9_77532387_78236350.py	chr9	77532387	78236350
range_chr7_5844787_6571585.py	chr7	5844787	6571585
range_chr1_94201783_94904435.py	chr1	94201783	94904435
range_chr6_32747880_33455357.py	chr6	32747880	33455357
range_chr18_40761143_41441955.py	chr18	40761143	41441955
range_chr13_51649343_52331233.py	chr13	51649343	52331233
range_chr12_125230072_125890140.py	chr12	125230072	125890140
range_chr21_42839371_43572433.py	chr21	42839371	43572433
range_chr6_34158566_34862885.py	chr6	34158566	34862885
range_chr1_235809919_236490920.py	chr1	235809919	236490920
range_chr3_9467451_10189870.py	chr3	9467451	10189870
range_chr1_233767913_234448127.py	chr1	233767913	234448127
range_chr15_84195634_84929951.py	chr15	84195634	84929951
range_chr1_152670098_153350518.py	chr1	152670098	153350518
range_chr3_74814831_75515950.py	chr3	74814831	75515950
range_chr1_31597511_32302218.py	chr1	31597511	32302218
range_chr13_23695885_24376018.py	chr13	23695885	24376018
range_chr5_14391899_15093298.py	chr5	14391899	15093298
range_chr3_95301651_96001535.py	chr3	95301651	96001535
range_chr5_158793834_159474920.py	chr5	158793834	159474920
range_chr10_9175893_9879642.py	chr10	9175893	9879642
range_chr3_132863355_133543736.py	chr3	132863355	133543736
range_chr14_31365360_32048862.py	chr14	31365360	32048862
range_chr1_79427592_80129086.py	chr1	79427592	80129086
range_chr8_103047525_103729794.py	chr8	103047525	103729794
range_chr3_61489316_62189535.py	chr3	61489316	62189535
range_chr18_52397612_53077662.py	chr18	52397612	53077662
range_chr5_88393470_89096464.py	chr5	88393470	89096464
range_chr8_96117372_96820109.py	chr8	96117372	96820109
range_chr2_121502784_122183384.py	chr2	121502784	122183384
range_chr5_145874169_146555081.py	chr5	145874169	146555081
range_chr16_9878801_10563006.py	chr16	9878801	10563006
range_chr17_18865266_19548775.py	chr17	18865266	19548775
range_chr12_24236930_24918865.py	chr12	24236930	24918865
range_chr6_44709876_45413179.py	chr6	44709876	45413179
range_chr10_64211676_64893277.py	chr10	64211676	64893277
range_chr14_96175870_96857935.py	chr14	96175870	96857935
range_chr18_51034734_51716444.py	chr18	51034734	51716444
range_chr3_10001_761916.py	chr3	10001	761916
range_chr3_20030775_20734674.py	chr3	20030775	20734674
range_chr11_78662172_79343387.py	chr11	78662172	79343387
range_chr16_53112904_53796548.py	chr16	53112904	53796548
range_chr19_6428534_7134545.py	chr19	6428534	7134545
range_chr11_64227445_64911481.py	chr11	64227445	64911481
range_chr2_139188098_139867917.py	chr2	139188098	139867917
range_chr11_47477095_48159310.py	chr11	47477095	48159310
range_chr10_38502109_39237811.py	chr10	38502109	39237811
range_chr10_105005812_105666170.py	chr10	105005812	105666170
range_chr20_17462550_18143935.py	chr20	17462550	18143935
range_chrX_32355133_33055162.py	chrX	32355133	33055162
range_chr13_42781475_43463007.py	chr13	42781475	43463007
range_chr22_33512991_34192583.py	chr22	33512991	34192583
range_chr1_118198150_118878365.py	chr1	118198150	118878365
range_chr9_95840928_96544971.py	chr9	95840928	96544971
range_chr11_71148908_71828915.py	chr11	71148908	71828915
range_chr16_50387497_51068771.py	chr16	50387497	51068771
range_chr10_39990962_40679333.py	chr10	39990962	40679333
range_chrX_10515212_11219063.py	chrX	10515212	11219063
range_chr7_105909732_106590310.py	chr7	105909732	106590310
range_chr8_142432822_143113984.py	chr8	142432822	143113984
range_chrX_114190621_114922426.py	chrX	114190621	114922426
range_chr1_161532943_162214921.py	chr1	161532943	162214921
range_chr6_113657810_114337587.py	chr6	113657810	114337587
range_chr2_128976431_129656135.py	chr2	128976431	129656135
range_chr2_60772605_61476765.py	chr2	60772605	61476765
range_chr9_88802139_89505112.py	chr9	88802139	89505112
range_chrX_148599799_149281550.py	chrX	148599799	149281550
range_chr9_78236351_78940910.py	chr9	78236351	78940910
range_chr11_84790597_85471939.py	chr11	84790597	85471939
range_chr4_67429099_68132461.py	chr4	67429099	68132461
range_chr20_23592052_24270295.py	chr20	23592052	24270295
range_chr20_16100029_16781265.py	chr20	16100029	16781265
range_chr9_126676279_127358966.py	chr9	126676279	127358966
range_chr15_30288950_30972768.py	chr15	30288950	30972768
range_chr3_114484656_115165607.py	chr3	114484656	115165607
range_chr5_95419239_96121973.py	chr5	95419239	96121973
range_chr4_101108804_101788798.py	chr4	101108804	101788798
range_chr3_112441146_113122336.py	chr3	112441146	113122336
range_chr1_68888920_69590660.py	chr1	68888920	69590660
range_chr8_10255991_10955443.py	chr8	10255991	10955443
range_chr2_53038810_53740505.py	chr2	53038810	53740505
range_chr2_38292122_38995869.py	chr2	38292122	38995869
range_chr8_88385895_89087905.py	chr8	88385895	89087905
range_chr4_84290671_84993323.py	chr4	84290671	84993323
range_chr12_67377148_68058847.py	chr12	67377148	68058847
range_chr12_102093939_102755381.py	chr12	102093939	102755381
range_chr1_229689840_230368970.py	chr1	229689840	230368970
range_chr1_244648281_245328170.py	chr1	244648281	245328170
range_chr2_114026215_114705202.py	chr2	114026215	114705202
range_chr3_142395737_143078027.py	chr3	142395737	143078027
range_chr12_79653831_80336367.py	chr12	79653831	80336367
range_chr7_132430159_133108486.py	chr7	132430159	133108486
range_chr8_139041987_139720340.py	chr8	139041987	139720340
range_chr15_76011817_76694472.py	chr15	76011817	76694472
range_chr7_70962070_71664339.py	chr7	70962070	71664339
range_chr3_121969551_122652040.py	chr3	121969551	122652040
range_chr1_63968266_64670929.py	chr1	63968266	64670929
range_chr10_8472066_9175893.py	chr10	8472066	9175893
range_chr4_32715991_33421495.py	chr4	32715991	33421495
range_chr3_2218071_2942105.py	chr3	2218071	2942105
range_chr8_71482878_72185458.py	chr8	71482878	72185458
range_chr2_42505183_43207462.py	chr2	42505183	43207462
range_chr11_18164480_18848174.py	chr11	18164480	18848174
range_chr15_51455341_52138202.py	chr15	51455341	52138202
range_chr7_99771353_100460442.py	chr7	99771353	100460442
range_chr11_40658758_41338459.py	chr11	40658758	41338459
range_chr10_1451238_2152325.py	chr10	1451238	2152325
range_chr7_141272083_141951606.py	chr7	141272083	141951606
range_chr6_168068231_168746104.py	chr6	168068231	168746104
range_chr12_85788285_86469544.py	chr12	85788285	86469544
range_chr16_55841497_56524142.py	chr16	55841497	56524142
range_chr7_107270661_107951334.py	chr7	107270661	107951334
range_chr16_66068809_66750869.py	chr16	66068809	66750869
range_chr11_79343387_80024250.py	chr11	79343387	80024250
range_chr15_58273304_58954377.py	chr15	58273304	58954377
range_chr8_107129495_107807943.py	chr8	107129495	107807943
range_chr13_70733599_71414642.py	chr13	70733599	71414642
range_chr8_35542368_36243402.py	chr8	35542368	36243402
range_chr17_60063985_60747003.py	chr17	60063985	60747003
range_chr1_123723394_124411566.py	chr1	123723394	124411566
range_chr11_99807654_100472619.py	chr11	99807654	100472619
range_chr12_55090308_55773053.py	chr12	55090308	55773053
range_chr4_167068068_167746551.py	chr4	167068068	167746551
range_chr1_10391239_11095602.py	chr1	10391239	11095602
range_chr1_179921942_180604005.py	chr1	179921942	180604005
range_chr2_237225202_237904693.py	chr2	237225202	237904693
range_chrX_132176331_132857942.py	chrX	132176331	132857942
range_chr15_64406268_65089115.py	chr15	64406268	65089115
range_chr18_18170956_18859228.py	chr18	18170956	18859228
range_chr17_39564731_40249414.py	chr17	39564731	40249414
range_chr22_35554664_36236316.py	chr22	35554664	36236316
range_chr15_63040647_63723759.py	chr15	63040647	63723759
range_chr1_180604005_181285526.py	chr1	180604005	181285526
range_chr10_49896544_50578798.py	chr10	49896544	50578798
range_chr13_48918677_49601509.py	chr13	48918677	49601509
range_chr7_121544608_122224217.py	chr7	121544608	122224217
range_chr15_96513311_97195503.py	chr15	96513311	97195503
range_chr7_76590337_77294888.py	chr7	76590337	77294888
range_chr20_55327629_56008132.py	chr20	55327629	56008132
range_chr9_123945224_124627791.py	chr9	123945224	124627791
range_chr1_112753701_113434805.py	chr1	112753701	113434805
range_chr2_120823311_121502784.py	chr2	120823311	121502784
range_chr12_16736100_17418216.py	chr12	16736100	17418216
range_chr3_41091388_41792844.py	chr3	41091388	41792844
range_chr4_122196502_122878600.py	chr4	122196502	122878600
range_chr3_158724478_159403960.py	chr3	158724478	159403960
range_chr5_103724883_104403586.py	chr5	103724883	104403586
range_chr14_17391507_18080079.py	chr14	17391507	18080079
range_chr4_49775420_50486631.py	chr4	49775420	50486631
range_chr8_122754693_123435467.py	chr8	122754693	123435467
range_chr3_73413294_74114525.py	chr3	73413294	74114525
range_chr4_123559691_124239801.py	chr4	123559691	124239801
range_chr18_44846040_45527453.py	chr18	44846040	45527453
range_chrX_55329239_56035733.py	chrX	55329239	56035733
range_chr7_106590310_107270661.py	chr7	106590310	107270661
range_chr7_42487102_43189862.py	chr7	42487102	43189862
range_chr9_100070129_100753325.py	chr9	100070129	100753325
range_chr5_154034632_154715695.py	chr5	154034632	154715695
range_chrX_35871516_36575204.py	chrX	35871516	36575204
range_chr10_26226200_26908239.py	chr10	26226200	26908239
range_chr11_122284719_122945453.py	chr11	122284719	122945453
range_chr3_72009231_72710659.py	chr3	72009231	72710659
range_chr6_24981448_25683270.py	chr6	24981448	25683270
range_chr6_163268609_163946989.py	chr6	163268609	163946989
range_chr7_8025456_8750890.py	chr7	8025456	8750890
range_chr10_107645371_108304237.py	chr10	107645371	108304237
range_chr7_22114709_22817136.py	chr7	22114709	22817136
range_chr5_115949889_116629096.py	chr5	115949889	116629096
range_chr9_109617668_110299633.py	chr9	109617668	110299633
range_chr8_143113984_143795529.py	chr8	143113984	143795529
range_chr17_7890444_8596977.py	chr17	7890444	8596977
range_chr8_106450112_107129495.py	chr8	106450112	107129495
range_chr6_18668053_19370391.py	chr6	18668053	19370391
range_chr7_62455491_63207758.py	chr7	62455491	63207758
range_chr2_219549500_220230863.py	chr2	219549500	220230863
range_chr5_92607432_93309316.py	chr5	92607432	93309316
range_chr4_137157446_137836563.py	chr4	137157446	137836563
range_chr11_33160573_33843521.py	chr11	33160573	33843521
range_chr4_77262422_77965653.py	chr4	77262422	77965653
range_chr3_62189536_62891649.py	chr3	62189536	62891649
range_chr18_72156837_72836333.py	chr18	72156837	72836333
range_chr20_26313559_27058225.py	chr20	26313559	27058225
range_chr5_90499870_91202262.py	chr5	90499870	91202262
range_chr6_138128155_138807781.py	chr6	138128155	138807781
range_chr7_92033689_92738141.py	chr7	92033689	92738141
range_chr5_107117931_107797374.py	chr5	107117931	107797374
range_chr9_32021600_32727398.py	chr9	32021600	32727398
range_chrX_21788281_22492528.py	chrX	21788281	22492528
range_chrX_22492528_23195478.py	chrX	22492528	23195478
range_chr5_160154746_160834596.py	chr5	160154746	160834596
range_chr18_56488857_57170632.py	chr18	56488857	57170632
range_chr1_145160072_145842998.py	chr1	145160072	145842998
range_chr10_24180841_24862061.py	chr10	24180841	24862061
range_chr1_73803488_74505341.py	chr1	73803488	74505341
range_chr5_51834165_52535011.py	chr5	51834165	52535011
range_chr1_25964678_26670155.py	chr1	25964678	26670155
range_chr4_68836164_69536751.py	chr4	68836164	69536751
range_chr19_51065368_51748505.py	chr19	51065368	51748505
range_chr4_129003690_129684183.py	chr4	129003690	129684183
range_chr17_37513009_38197570.py	chr17	37513009	38197570
range_chr13_16688973_17377144.py	chr13	16688973	17377144
range_chr6_121139457_121820021.py	chr6	121139457	121820021
range_chr2_125575637_126254848.py	chr2	125575637	126254848
range_chrX_101914444_102599312.py	chrX	101914444	102599312
range_chr6_29211840_29917780.py	chr6	29211840	29917780
range_chr12_61236640_61918149.py	chr12	61236640	61918149
range_chr3_185240236_185921830.py	chr3	185240236	185921830
range_chr10_49213899_49896543.py	chr10	49213899	49896543
range_chr2_109250775_109932706.py	chr2	109250775	109932706
range_chr11_116990244_117652278.py	chr11	116990244	117652278
range_chrX_74486212_75191065.py	chrX	74486212	75191065
